1.000000e-04 5.313018e+02 -1.194241e-04 -2.448358e-04 -3.701659e-04 3.883043e+01 2.656438e+02 -5.967880e-05 -1.224077e-04 -1.850549e-04 7.611283e+01 
1.437458e-03 6.789045e+03 -3.114590e-01 -6.423129e-01 -9.699964e-01 3.883043e+01 6.788514e+03 -3.114950e-01 -6.423856e-01 -9.701067e-01 7.611283e+01 
2.774916e-03 1.203185e+04 -2.024916e+00 -4.199063e+00 -6.335569e+00 3.883043e+01 1.203456e+04 -2.025790e+00 -4.200833e+00 -6.338249e+00 7.611283e+01 
4.112375e-03 1.636255e+04 -5.945164e+00 -1.239132e+01 -1.868281e+01 3.883043e+01 1.636817e+04 -5.948486e+00 -1.239804e+01 -1.869299e+01 7.611283e+01 
5.449833e-03 1.989341e+04 -1.246562e+01 -2.610766e+01 -3.934580e+01 3.883043e+01 1.990090e+04 -1.247333e+01 -2.612544e+01 -3.936905e+01 7.611283e+01 
6.787291e-03 2.274238e+04 -2.168722e+01 -4.565070e+01 -6.876737e+01 3.883043e+01 2.274279e+04 -2.169247e+01 -4.566111e+01 -6.878342e+01 7.611283e+01 
8.124749e-03 2.498720e+04 -3.347058e+01 -7.081902e+01 -1.066629e+02 3.883043e+01 2.499194e+04 -3.348555e+01 -7.084799e+01 -1.067073e+02 7.611283e+01 
9.462207e-03 2.673785e+04 -4.758554e+01 -1.012272e+02 -1.524653e+02 3.883043e+01 2.673051e+04 -4.758153e+01 -1.012194e+02 -1.524563e+02 7.611283e+01 
1.079967e-02 2.801111e+04 -6.354877e+01 -1.359805e+02 -2.048586e+02 3.883043e+01 2.803151e+04 -6.361586e+01 -1.361147e+02 -2.050640e+02 7.611283e+01 
1.213712e-02 2.891389e+04 -8.101231e+01 -1.744429e+02 -2.629191e+02 3.883043e+01 2.894793e+04 -8.113621e+01 -1.746909e+02 -2.632989e+02 7.611283e+01 
1.347458e-02 2.948015e+04 -9.944546e+01 -2.156133e+02 -3.251784e+02 3.883043e+01 2.953395e+04 -9.966929e+01 -2.160630e+02 -3.258733e+02 7.611283e+01 
1.481204e-02 2.974994e+04 -1.183181e+02 -2.584916e+02 -3.902065e+02 3.883043e+01 2.980906e+04 -1.186016e+02 -2.590686e+02 -3.910933e+02 7.611283e+01 
1.614950e-02 2.976819e+04 -1.371409e+02 -3.021235e+02 -4.565953e+02 3.883043e+01 2.981986e+04 -1.374048e+02 -3.027207e+02 -4.575336e+02 7.611283e+01 
1.748696e-02 2.958140e+04 -1.554976e+02 -3.457793e+02 -5.233088e+02 3.883043e+01 2.959553e+04 -1.555206e+02 -3.459559e+02 -5.236514e+02 7.611283e+01 
1.882441e-02 2.923257e+04 -1.730581e+02 -3.887990e+02 -5.893874e+02 3.883043e+01 2.917241e+04 -1.724439e+02 -3.878385e+02 -5.881116e+02 7.611283e+01 
2.016187e-02 2.869174e+04 -1.889295e+02 -4.295119e+02 -6.524149e+02 3.883043e+01 2.858643e+04 -1.877642e+02 -4.275923e+02 -6.497776e+02 7.611283e+01 
2.149933e-02 2.804709e+04 -2.032691e+02 -4.681895e+02 -7.128090e+02 3.883043e+01 2.787719e+04 -2.012097e+02 -4.647059e+02 -7.079388e+02 7.611283e+01 
2.283679e-02 2.733783e+04 -2.160531e+02 -5.047292e+02 -7.704145e+02 3.883043e+01 2.708083e+04 -2.126236e+02 -4.988650e+02 -7.621397e+02 7.611283e+01 
2.417425e-02 2.651282e+04 -2.261932e+02 -5.371863e+02 -8.221892e+02 3.883043e+01 2.623237e+04 -2.220002e+02 -5.300216e+02 -8.123088e+02 7.611283e+01 
2.551171e-02 2.567354e+04 -2.346096e+02 -5.671391e+02 -8.710873e+02 3.883043e+01 2.536030e+04 -2.294099e+02 -5.582614e+02 -8.585639e+02 7.611283e+01 
2.684916e-02 2.478741e+04 -2.405866e+02 -5.933055e+02 -9.145072e+02 3.883043e+01 2.448317e+04 -2.349362e+02 -5.836808e+02 -9.010255e+02 7.611283e+01 
2.818662e-02 2.390066e+04 -2.446121e+02 -6.163572e+02 -9.538618e+02 3.883043e+01 2.361950e+04 -2.387776e+02 -6.065725e+02 -9.400918e+02 7.611283e+01 
2.952408e-02 2.301226e+04 -2.465101e+02 -6.361903e+02 -9.887121e+02 3.883043e+01 2.278097e+04 -2.411245e+02 -6.272092e+02 -9.761352e+02 7.611283e+01 
3.086154e-02 2.212940e+04 -2.463891e+02 -6.527331e+02 -1.019119e+03 3.883043e+01 2.197499e+04 -2.421634e+02 -6.458643e+02 -1.009514e+03 7.611283e+01 
3.219900e-02 2.129516e+04 -2.451404e+02 -6.675686e+02 -1.047194e+03 3.883043e+01 2.120844e+04 -2.421432e+02 -6.629052e+02 -1.040724e+03 7.611283e+01 
3.353645e-02 2.046091e+04 -2.416417e+02 -6.787434e+02 -1.070102e+03 3.883043e+01 2.048139e+04 -2.411925e+02 -6.785020e+02 -1.069980e+03 7.611283e+01 
3.487391e-02 1.969848e+04 -2.379223e+02 -6.895658e+02 -1.092742e+03 3.883043e+01 1.979734e+04 -2.395503e+02 -6.930180e+02 -1.097778e+03 7.611283e+01 
3.621137e-02 1.896553e+04 -2.329923e+02 -6.983554e+02 -1.112462e+03 3.883043e+01 1.915347e+04 -2.373262e+02 -7.065783e+02 -1.124249e+03 7.611283e+01 
3.754883e-02 1.824134e+04 -2.261370e+02 -7.040015e+02 -1.127822e+03 3.883043e+01 1.854997e+04 -2.346625e+02 -7.194159e+02 -1.149750e+03 7.611283e+01 
3.888629e-02 1.764090e+04 -2.217071e+02 -7.134293e+02 -1.148370e+03 3.883043e+01 1.798381e+04 -2.316654e+02 -7.316494e+02 -1.174384e+03 7.611283e+01 
4.022375e-02 1.704047e+04 -2.154552e+02 -7.198170e+02 -1.164732e+03 3.883043e+01 1.745412e+04 -2.284757e+02 -7.434950e+02 -1.198454e+03 7.611283e+01 
4.156120e-02 1.646025e+04 -2.082403e+02 -7.243245e+02 -1.178201e+03 3.883043e+01 1.695726e+04 -2.251199e+02 -7.549731e+02 -1.221980e+03 7.611283e+01 
4.289866e-02 1.599654e+04 -2.044596e+02 -7.342577e+02 -1.199178e+03 3.883043e+01 1.649089e+04 -2.216625e+02 -7.661766e+02 -1.245080e+03 7.611283e+01 
4.423612e-02 1.553283e+04 -1.993084e+02 -7.417684e+02 -1.216704e+03 3.883043e+01 1.605677e+04 -2.182850e+02 -7.774104e+02 -1.268187e+03 7.611283e+01 
4.557358e-02 1.507618e+04 -1.930859e+02 -7.473565e+02 -1.231555e+03 3.883043e+01 1.564177e+04 -2.146995e+02 -7.881004e+02 -1.290447e+03 7.611283e+01 
4.691104e-02 1.474053e+04 -1.921022e+02 -7.608632e+02 -1.256583e+03 3.883043e+01 1.525022e+04 -2.110064e+02 -7.985257e+02 -1.312310e+03 7.611283e+01 
4.824849e-02 1.440488e+04 -1.901417e+02 -7.727555e+02 -1.279472e+03 3.883043e+01 1.487681e+04 -2.071244e+02 -8.084899e+02 -1.333475e+03 7.611283e+01 
4.958595e-02 1.406923e+04 -1.872440e+02 -7.824420e+02 -1.300047e+03 3.883043e+01 1.452058e+04 -2.030692e+02 -8.180332e+02 -1.354007e+03 7.611283e+01 
5.092341e-02 1.381394e+04 -1.886429e+02 -7.985349e+02 -1.328756e+03 3.883043e+01 1.418004e+04 -1.988061e+02 -8.271113e+02 -1.373853e+03 7.611283e+01 
5.226087e-02 1.356180e+04 -1.896473e+02 -8.138158e+02 -1.356323e+03 3.883043e+01 1.385188e+04 -1.942750e+02 -8.355829e+02 -1.392791e+03 7.611283e+01 
5.359833e-02 1.330965e+04 -1.898401e+02 -8.280439e+02 -1.382574e+03 3.883043e+01 1.353606e+04 -1.894405e+02 -8.434465e+02 -1.410861e+03 7.611283e+01 
5.493579e-02 1.309900e+04 -1.925863e+02 -8.458878e+02 -1.413217e+03 3.883043e+01 1.322940e+04 -1.841583e+02 -8.504574e+02 -1.427715e+03 7.611283e+01 
5.627324e-02 1.289456e+04 -1.952033e+02 -8.626943e+02 -1.443528e+03 3.883043e+01 1.293171e+04 -1.784621e+02 -8.566353e+02 -1.443384e+03 7.611283e+01 
5.761070e-02 1.269012e+04 -1.967120e+02 -8.796250e+02 -1.472230e+03 3.883043e+01 1.264096e+04 -1.721756e+02 -8.617831e+02 -1.457614e+03 7.611283e+01 
5.894816e-02 1.249653e+04 -1.986762e+02 -8.965312e+02 -1.501725e+03 3.883043e+01 1.235977e+04 -1.655531e+02 -8.662959e+02 -1.470922e+03 7.611283e+01 
6.028562e-02 1.230605e+04 -2.003359e+02 -9.124441e+02 -1.530446e+03 3.883043e+01 1.208460e+04 -1.583731e+02 -8.697509e+02 -1.482750e+03 7.611283e+01 
6.162308e-02 1.211557e+04 -2.010462e+02 -9.282667e+02 -1.558541e+03 3.883043e+01 1.181466e+04 -1.505454e+02 -8.720591e+02 -1.492989e+03 7.611283e+01 
6.296054e-02 1.191901e+04 -2.010466e+02 -9.411664e+02 -1.582977e+03 3.883043e+01 1.155207e+04 -1.423081e+02 -8.735747e+02 -1.502086e+03 7.611283e+01 
6.429799e-02 1.171963e+04 -1.997511e+02 -9.526619e+02 -1.605373e+03 3.883043e+01 1.129413e+04 -1.334193e+02 -8.739185e+02 -1.509561e+03 7.611283e+01 
6.563545e-02 1.152025e+04 -1.974875e+02 -9.628741e+02 -1.626014e+03 3.883043e+01 1.104122e+04 -1.239205e+02 -8.731765e+02 -1.515521e+03 7.611283e+01 
6.697291e-02 1.130792e+04 -1.927583e+02 -9.696016e+02 -1.641905e+03 3.883043e+01 1.079395e+04 -1.139081e+02 -8.714796e+02 -1.520138e+03 7.611283e+01 
6.831037e-02 1.108664e+04 -1.859276e+02 -9.728212e+02 -1.653598e+03 3.883043e+01 1.055174e+04 -1.033446e+02 -8.687702e+02 -1.523336e+03 7.611283e+01 
6.964783e-02 1.086535e+04 -1.779508e+02 -9.743635e+02 -1.662955e+03 3.883043e+01 1.031449e+04 -9.156540e+01 -8.650721e+02 -1.525153e+03 7.611283e+01 
