5.761070e-02 1.290777e+03 4.693726e+02 -3.113752e+02 -2.090111e+02  -7.407157e+02 -1.579965e+02 1.570864e+01 -3.305888e+02 3.305888e+02 
5.894816e-02 1.327227e+03 4.791750e+02 -3.185414e+02 -2.169426e+02  -7.570835e+02 -1.606320e+02 1.083218e+01 -3.363293e+02 3.363293e+02 
6.028562e-02 1.363463e+03 4.886499e+02 -3.254460e+02 -2.249562e+02  -7.731787e+02 -1.632029e+02 5.747175e+00 -3.418579e+02 3.418579e+02 
6.162308e-02 1.399661e+03 4.977660e+02 -3.320553e+02 -2.330309e+02  -7.889850e+02 -1.657103e+02 3.842348e-01 -3.471660e+02 3.471660e+02 
6.296054e-02 1.435827e+03 5.061633e+02 -3.380051e+02 -2.411757e+02  -8.045237e+02 -1.681555e+02 -5.268513e+00 -3.520727e+02 3.520727e+02 
6.429799e-02 1.471728e+03 5.138840e+02 -3.433433e+02 -2.493817e+02  -8.197698e+02 -1.705422e+02 -1.108726e+01 -3.566086e+02 3.566086e+02 
6.563545e-02 1.507515e+03 5.212126e+02 -3.483406e+02 -2.576415e+02  -8.347311e+02 -1.728731e+02 -1.716806e+01 -3.609197e+02 3.609197e+02 
6.697291e-02 1.542882e+03 5.272262e+02 -3.520741e+02 -2.659654e+02  -8.493919e+02 -1.751510e+02 -2.337152e+01 -3.645505e+02 3.645505e+02 
6.831037e-02 1.578073e+03 5.322967e+02 -3.549200e+02 -2.743321e+02  -8.637493e+02 -1.773748e+02 -2.979155e+01 -3.676875e+02 3.676875e+02 
6.964783e-02 1.612776e+03 5.366547e+02 -3.571011e+02 -2.827481e+02  -8.778329e+02 -1.795543e+02 -3.626469e+01 -3.704521e+02 3.704521e+02 
7.098528e-02 1.647155e+03 5.397905e+02 -3.581061e+02 -2.912143e+02  -8.916153e+02 -1.816856e+02 -4.288934e+01 -3.725948e+02 3.725948e+02 
7.232274e-02 1.680856e+03 5.414820e+02 -3.577125e+02 -2.997213e+02  -9.050951e+02 -1.837726e+02 -4.949704e+01 -3.739990e+02 3.739990e+02 
7.366020e-02 1.714079e+03 5.425116e+02 -3.566954e+02 -3.082564e+02  -9.182954e+02 -1.858171e+02 -5.618530e+01 -3.750686e+02 3.750686e+02 
7.499766e-02 1.746610e+03 5.423618e+02 -3.545375e+02 -3.168400e+02  -9.312157e+02 -1.878218e+02 -6.279972e+01 -3.755413e+02 3.755413e+02 
7.633512e-02 1.778542e+03 5.409378e+02 -3.511460e+02 -3.254390e+02  -9.438529e+02 -1.897900e+02 -6.941503e+01 -3.753748e+02 3.753748e+02 
7.767258e-02 1.809635e+03 5.386208e+02 -3.469032e+02 -3.340915e+02  -9.562122e+02 -1.917205e+02 -7.586302e+01 -3.747558e+02 3.747558e+02 
7.901003e-02 1.840055e+03 5.355906e+02 -3.419765e+02 -3.427417e+02  -9.683121e+02 -1.936167e+02 -8.229274e+01 -3.737799e+02 3.737799e+02 
8.034749e-02 1.869483e+03 5.316050e+02 -3.361273e+02 -3.514278e+02  -9.801497e+02 -1.954761e+02 -8.846517e+01 -3.723215e+02 3.723215e+02 
8.168495e-02 1.898326e+03 5.269401e+02 -3.296305e+02 -3.601123e+02  -9.917559e+02 -1.973064e+02 -9.459105e+01 -3.705235e+02 3.705235e+02 
8.302241e-02 1.926037e+03 5.214799e+02 -3.223784e+02 -3.688313e+02  -1.003136e+03 -1.991051e+02 -1.003997e+02 -3.683252e+02 3.683252e+02 
8.435987e-02 1.953181e+03 5.162772e+02 -3.154070e+02 -3.775396e+02  -1.014264e+03 -2.008695e+02 -1.061569e+02 -3.662517e+02 3.662517e+02 
8.569732e-02 1.979178e+03 5.100668e+02 -3.074565e+02 -3.862622e+02  -1.025181e+03 -2.026090e+02 -1.115499e+02 -3.636696e+02 3.636696e+02 
8.703478e-02 2.004467e+03 5.035222e+02 -2.992090e+02 -3.949890e+02  -1.035899e+03 -2.043128e+02 -1.168101e+02 -3.609166e+02 3.609166e+02 
8.837224e-02 2.028840e+03 4.982823e+02 -2.922911e+02 -4.037210e+02  -1.046414e+03 -2.059911e+02 -1.217999e+02 -3.588102e+02 3.588102e+02 
8.970970e-02 2.052304e+03 4.923139e+02 -2.846760e+02 -4.124474e+02  -1.056738e+03 -2.076382e+02 -1.265258e+02 -3.563301e+02 3.563301e+02 
9.104716e-02 2.075249e+03 4.857964e+02 -2.765351e+02 -4.211531e+02  -1.066892e+03 -2.092605e+02 -1.311555e+02 -3.535703e+02 3.535703e+02 
9.238462e-02 2.097058e+03 4.794340e+02 -2.685817e+02 -4.298644e+02  -1.076876e+03 -2.108517e+02 -1.354117e+02 -3.508762e+02 3.508762e+02 
9.372207e-02 2.118517e+03 4.754196e+02 -2.630057e+02 -4.385671e+02  -1.086692e+03 -2.124171e+02 -1.396267e+02 -3.493454e+02 3.493454e+02 
9.505953e-02 2.139058e+03 4.706994e+02 -2.567456e+02 -4.472465e+02  -1.096348e+03 -2.139527e+02 -1.435474e+02 -3.474498e+02 3.474498e+02 
9.639699e-02 2.158956e+03 4.654228e+02 -2.499613e+02 -4.559144e+02  -1.105868e+03 -2.154612e+02 -1.472890e+02 -3.452605e+02 3.452605e+02 
9.773445e-02 2.178569e+03 4.616255e+02 -2.446828e+02 -4.645592e+02  -1.115233e+03 -2.169421e+02 -1.510123e+02 -3.438009e+02 3.438009e+02 
9.907191e-02 2.197276e+03 4.594994e+02 -2.411042e+02 -4.731882e+02  -1.124460e+03 -2.183970e+02 -1.544365e+02 -3.431621e+02 3.431621e+02 
1.004094e-01 2.215780e+03 4.571794e+02 -2.373569e+02 -4.817994e+02  -1.133561e+03 -2.198226e+02 -1.578759e+02 -3.424079e+02 3.424079e+02 
1.017468e-01 2.233935e+03 4.544659e+02 -2.332426e+02 -4.903696e+02  -1.142536e+03 -2.212240e+02 -1.612433e+02 -3.414436e+02 3.414436e+02 
1.030843e-01 2.251431e+03 4.533693e+02 -2.307712e+02 -4.989240e+02  -1.151389e+03 -2.225978e+02 -1.644045e+02 -3.412712e+02 3.412712e+02 
1.044217e-01 2.269041e+03 4.537806e+02 -2.298376e+02 -5.074660e+02  -1.160094e+03 -2.239440e+02 -1.677348e+02 -3.418355e+02 3.418355e+02 
1.057592e-01 2.286046e+03 4.537628e+02 -2.284921e+02 -5.159789e+02  -1.168675e+03 -2.252663e+02 -1.709104e+02 -3.421730e+02 3.421730e+02 
1.070967e-01 2.302862e+03 4.534131e+02 -2.268496e+02 -5.244431e+02  -1.177162e+03 -2.265615e+02 -1.740566e+02 -3.423283e+02 3.423283e+02 
1.084341e-01 2.319954e+03 4.549751e+02 -2.271489e+02 -5.328742e+02  -1.185523e+03 -2.278325e+02 -1.774510e+02 -3.434240e+02 3.434240e+02 
1.097716e-01 2.336440e+03 4.567476e+02 -2.276665e+02 -5.413049e+02  -1.193753e+03 -2.290801e+02 -1.806853e+02 -3.446151e+02 3.446151e+02 
1.111090e-01 2.352753e+03 4.583116e+02 -2.280070e+02 -5.497065e+02  -1.201854e+03 -2.303026e+02 -1.839277e+02 -3.456836e+02 3.456836e+02 
1.124465e-01 2.369526e+03 4.600215e+02 -2.285199e+02 -5.580465e+02  -1.209853e+03 -2.315023e+02 -1.875047e+02 -3.468156e+02 3.468156e+02 
1.137839e-01 2.385793e+03 4.622355e+02 -2.295583e+02 -5.663882e+02  -1.217727e+03 -2.326805e+02 -1.909230e+02 -3.481910e+02 3.481910e+02 
1.151214e-01 2.401851e+03 4.643541e+02 -2.305209e+02 -5.746893e+02  -1.225474e+03 -2.338340e+02 -1.943864e+02 -3.495057e+02 3.495057e+02 
1.164589e-01 2.418404e+03 4.666889e+02 -2.317185e+02 -5.829676e+02  -1.233098e+03 -2.349678e+02 -1.981925e+02 -3.509215e+02 3.509215e+02 
1.177963e-01 2.434543e+03 4.685986e+02 -2.325132e+02 -5.912016e+02  -1.240588e+03 -2.360831e+02 -2.018895e+02 -3.521207e+02 3.521207e+02 
1.191338e-01 2.450364e+03 4.699426e+02 -2.327682e+02 -5.994155e+02  -1.247970e+03 -2.371754e+02 -2.055543e+02 -3.530284e+02 3.530284e+02 
1.204712e-01 2.466676e+03 4.714702e+02 -2.332204e+02 -6.076053e+02  -1.255223e+03 -2.382497e+02 -2.095709e+02 -3.540219e+02 3.540219e+02 
1.218087e-01 2.482633e+03 4.727078e+02 -2.333993e+02 -6.157594e+02  -1.262345e+03 -2.393077e+02 -2.135552e+02 -3.548670e+02 3.548670e+02 
1.231462e-01 2.498161e+03 4.732818e+02 -2.329327e+02 -6.238896e+02  -1.269354e+03 -2.403477e+02 -2.173932e+02 -3.553804e+02 3.553804e+02 
1.244836e-01 2.513899e+03 4.729061e+02 -2.315361e+02 -6.319714e+02  -1.276238e+03 -2.413694e+02 -2.214717e+02 -3.554134e+02 3.554134e+02 
1.258211e-01 2.529690e+03 4.725164e+02 -2.301404e+02 -6.400495e+02  -1.282987e+03 -2.423761e+02 -2.256869e+02 -3.554439e+02 3.554439e+02 
1.271585e-01 2.544691e+03 4.715205e+02 -2.281569e+02 -6.480916e+02  -1.289612e+03 -2.433682e+02 -2.296206e+02 -3.551716e+02 3.551716e+02 
1.284960e-01 2.559553e+03 4.698415e+02 -2.254993e+02 -6.561048e+02  -1.296131e+03 -2.443430e+02 -2.335970e+02 -3.545544e+02 3.545544e+02 
1.298334e-01 2.574776e+03 4.673954e+02 -2.220913e+02 -6.640715e+02  -1.302523e+03 -2.453047e+02 -2.378445e+02 -3.535565e+02 3.535565e+02 
1.311709e-01 2.589206e+03 4.643656e+02 -2.181096e+02 -6.720225e+02  -1.308794e+03 -2.462557e+02 -2.418165e+02 -3.522711e+02 3.522711e+02 
1.325084e-01 2.602997e+03 4.609008e+02 -2.137105e+02 -6.799446e+02  -1.314945e+03 -2.471895e+02 -2.455554e+02 -3.507694e+02 3.507694e+02 
1.338458e-01 2.616884e+03 4.569381e+02 -2.088306e+02 -6.878286e+02  -1.320988e+03 -2.481114e+02 -2.494800e+02 -3.490193e+02 3.490193e+02 
1.351833e-01 2.630696e+03 4.524212e+02 -2.034002e+02 -6.956829e+02  -1.326916e+03 -2.490220e+02 -2.534441e+02 -3.469991e+02 3.469991e+02 
1.365207e-01 2.643429e+03 4.471832e+02 -1.972643e+02 -7.035111e+02  -1.332742e+03 -2.499221e+02 -2.569709e+02 -3.446208e+02 3.446208e+02 
1.378582e-01 2.655707e+03 4.416494e+02 -1.908391e+02 -7.112988e+02  -1.338462e+03 -2.508150e+02 -2.603628e+02 -3.420922e+02 3.420922e+02 
1.391957e-01 2.668241e+03 4.361490e+02 -1.844637e+02 -7.190477e+02  -1.344081e+03 -2.516824e+02 -2.639633e+02 -3.395821e+02 3.395821e+02 
1.405331e-01 2.680128e+03 4.301782e+02 -1.776306e+02 -7.267896e+02  -1.349593e+03 -2.525485e+02 -2.673333e+02 -3.368474e+02 3.368474e+02 
1.418706e-01 2.691044e+03 4.235870e+02 -1.701850e+02 -7.344710e+02  -1.355014e+03 -2.534037e+02 -2.702927e+02 -3.338001e+02 3.338001e+02 
1.432080e-01 2.701606e+03 4.167861e+02 -1.625429e+02 -7.421309e+02  -1.360354e+03 -2.542447e+02 -2.731677e+02 -3.306442e+02 3.306442e+02 
1.445455e-01 2.712406e+03 4.108222e+02 -1.557451e+02 -7.497499e+02  -1.365595e+03 -2.550758e+02 -2.762223e+02 -3.279120e+02 3.279120e+02 
1.458829e-01 2.722343e+03 4.044347e+02 -1.481470e+02 -7.573235e+02  -1.370755e+03 -2.558997e+02 -2.789241e+02 -3.249712e+02 3.249712e+02 
1.472204e-01 2.731391e+03 3.975103e+02 -1.407978e+02 -7.648826e+02  -1.375837e+03 -2.567120e+02 -2.812357e+02 -3.217591e+02 3.217591e+02 
1.485579e-01 2.740204e+03 3.904283e+02 -1.329156e+02 -7.723879e+02  -1.380840e+03 -2.575117e+02 -2.835091e+02 -3.184629e+02 3.184629e+02 
1.498953e-01 2.749321e+03 3.852215e+02 -1.269196e+02 -7.798584e+02  -1.385766e+03 -2.583005e+02 -2.859764e+02 -3.161046e+02 3.161046e+02 
1.512328e-01 2.757603e+03 3.795105e+02 -1.204253e+02 -7.872863e+02  -1.390621e+03 -2.590820e+02 -2.880978e+02 -3.134989e+02 3.134989e+02 
1.525702e-01 2.765019e+03 3.733057e+02 -1.134554e+02 -7.946785e+02  -1.395409e+03 -2.598523e+02 -2.898293e+02 -3.106415e+02 3.106415e+02 
1.539077e-01 2.772220e+03 3.672596e+02 -1.066505e+02 -8.020303e+02  -1.400135e+03 -2.606103e+02 -2.915145e+02 -3.078533e+02 3.078533e+02 
1.552452e-01 2.779896e+03 3.634501e+02 -1.020920e+02 -8.093468e+02  -1.404793e+03 -2.613585e+02 -2.934665e+02 -3.061840e+02 3.061840e+02 
1.565826e-01 2.786939e+03 3.592586e+02 -9.715928e+01 -8.166132e+02  -1.409385e+03 -2.620986e+02 -2.951624e+02 -3.043219e+02 3.043219e+02 
1.579201e-01 2.793193e+03 3.545607e+02 -9.173389e+01 -8.238317e+02  -1.413926e+03 -2.628274e+02 -2.965193e+02 -3.022026e+02 3.022026e+02 
1.592575e-01 2.799287e+03 3.503537e+02 -8.681054e+01 -8.310264e+02  -1.418403e+03 -2.635442e+02 -2.978175e+02 -3.003221e+02 3.003221e+02 
1.605950e-01 2.805728e+03 3.480085e+02 -8.376030e+01 -8.381886e+02  -1.422833e+03 -2.642507e+02 -2.993478e+02 -2.993647e+02 2.993647e+02 
1.619324e-01 2.812154e+03 3.456197e+02 -8.066829e+01 -8.452942e+02  -1.427198e+03 -2.649497e+02 -3.009023e+02 -2.983868e+02 2.983868e+02 
1.632699e-01 2.817790e+03 3.426767e+02 -7.704002e+01 -8.523382e+02  -1.431511e+03 -2.656387e+02 -3.020666e+02 -2.971292e+02 2.971292e+02 
1.646074e-01 2.823075e+03 3.402884e+02 -7.397225e+01 -8.593655e+02  -1.435773e+03 -2.663163e+02 -3.031399e+02 -2.961365e+02 2.961365e+02 
1.659448e-01 2.828730e+03 3.390244e+02 -7.204212e+01 -8.663623e+02  -1.439988e+03 -2.669824e+02 -3.044225e+02 -2.957019e+02 2.957019e+02 
1.672823e-01 2.834969e+03 3.381009e+02 -7.046141e+01 -8.733000e+02  -1.444143e+03 -2.676405e+02 -3.060196e+02 -2.954370e+02 2.954370e+02 
1.686197e-01 2.840498e+03 3.366751e+02 -6.838274e+01 -8.802000e+02  -1.448249e+03 -2.682906e+02 -3.072894e+02 -2.949168e+02 2.949168e+02 
1.699572e-01 2.845542e+03 3.355155e+02 -6.658523e+01 -8.870602e+02  -1.452299e+03 -2.689311e+02 -3.084000e+02 -2.945281e+02 2.945281e+02 
1.712946e-01 2.850653e+03 3.347928e+02 -6.522959e+01 -8.938932e+02  -1.456379e+03 -2.695606e+02 -3.095471e+02 -2.943452e+02 2.943452e+02 
1.726321e-01 2.856509e+03 3.344182e+02 -6.423953e+01 -9.006689e+02  -1.460261e+03 -2.701802e+02 -3.111053e+02 -2.943343e+02 2.943343e+02 
1.739696e-01 2.862480e+03 3.340969e+02 -6.330459e+01 -9.074078e+02  -1.464164e+03 -2.707981e+02 -3.127533e+02 -2.943528e+02 2.943528e+02 
1.753070e-01 2.867669e+03 3.334903e+02 -6.208677e+01 -9.141106e+02  -1.468011e+03 -2.714005e+02 -3.140495e+02 -2.942263e+02 2.942263e+02 
1.766445e-01 2.872610e+03 3.327693e+02 -6.077189e+01 -9.207822e+02  -1.471800e+03 -2.719969e+02 -3.152913e+02 -2.940356e+02 2.940356e+02 
1.779819e-01 2.877839e+03 3.320502e+02 -5.946434e+01 -9.274146e+02  -1.475556e+03 -2.725838e+02 -3.166663e+02 -2.938411e+02 2.938411e+02 
1.793194e-01 2.883978e+03 3.314141e+02 -5.824914e+01 -9.340072e+02  -1.479262e+03 -2.731631e+02 -3.185247e+02 -2.936892e+02 2.936892e+02 
1.806569e-01 2.889694e+03 3.302942e+02 -5.655886e+01 -9.405671e+02  -1.482901e+03 -2.737378e+02 -3.202728e+02 -2.932994e+02 2.932994e+02 
1.819943e-01 2.894751e+03 3.286832e+02 -5.437599e+01 -9.470925e+02  -1.486487e+03 -2.743061e+02 -3.216900e+02 -2.926592e+02 2.926592e+02 
1.833318e-01 2.899591e+03 3.269451e+02 -5.208024e+01 -9.535712e+02  -1.490029e+03 -2.748649e+02 -3.230299e+02 -2.919545e+02 2.919545e+02 
1.846692e-01 2.904814e+03 3.253312e+02 -4.991784e+01 -9.600288e+02  -1.493529e+03 -2.754150e+02 -3.245993e+02 -2.913070e+02 2.913070e+02 
1.860067e-01 2.910817e+03 3.235297e+02 -4.756876e+01 -9.664385e+02  -1.496970e+03 -2.759598e+02 -3.265995e+02 -2.905676e+02 2.905676e+02 
1.873441e-01 2.916353e+03 3.213932e+02 -4.489443e+01 -9.728252e+02  -1.500353e+03 -2.765015e+02 -3.284137e+02 -2.896692e+02 2.896692e+02 
1.886816e-01 2.921068e+03 3.187792e+02 -4.174039e+01 -9.791707e+02  -1.503690e+03 -2.770371e+02 -3.298710e+02 -2.885283e+02 2.885283e+02 
1.900191e-01 2.925514e+03 3.158333e+02 -3.826867e+01 -9.854781e+02  -1.506982e+03 -2.775647e+02 -3.312061e+02 -2.872214e+02 2.872214e+02 
1.913565e-01 2.930248e+03 3.123909e+02 -3.430520e+01 -9.917604e+02  -1.510230e+03 -2.780843e+02 -3.327178e+02 -2.856592e+02 2.856592e+02 
1.926940e-01 2.935738e+03 3.094057e+02 -3.080735e+01 -9.979994e+02  -1.513422e+03 -2.785997e+02 -3.346327e+02 -2.843302e+02 2.843302e+02 
1.940314e-01 2.940875e+03 3.062053e+02 -2.709310e+01 -1.004211e+03  -1.516575e+03 -2.791137e+02 -3.364378e+02 -2.829025e+02 2.829025e+02 
1.953689e-01 2.945041e+03 3.022764e+02 -2.265525e+01 -1.010383e+03  -1.519667e+03 -2.796211e+02 -3.377775e+02 -2.811105e+02 2.811105e+02 
1.967064e-01 2.948748e+03 2.977950e+02 -1.767302e+01 -1.016524e+03  -1.522712e+03 -2.801213e+02 -3.389066e+02 -2.790389e+02 2.790389e+02 
1.980438e-01 2.952548e+03 2.933411e+02 -1.272698e+01 -1.022642e+03  -1.525729e+03 -2.806150e+02 -3.401228e+02 -2.769790e+02 2.769790e+02 
1.993813e-01 2.956987e+03 2.892374e+02 -8.133816e+00 -1.028716e+03  -1.528704e+03 -2.811045e+02 -3.416511e+02 -2.750938e+02 2.750938e+02 
2.007187e-01 2.961444e+03 2.853155e+02 -3.725399e+00 -1.034755e+03  -1.531629e+03 -2.815914e+02 -3.432902e+02 -2.733058e+02 2.733058e+02 
2.020562e-01 2.964987e+03 2.807339e+02 1.340451e+00 -1.040766e+03  -1.534500e+03 -2.820743e+02 -3.444663e+02 -2.711932e+02 2.711932e+02 
2.033936e-01 2.967788e+03 2.757975e+02 6.755952e+00 -1.046729e+03  -1.537342e+03 -2.825515e+02 -3.452962e+02 -2.688991e+02 2.688991e+02 
2.047311e-01 2.970375e+03 2.707710e+02 1.224823e+01 -1.052678e+03  -1.540150e+03 -2.830222e+02 -3.460587e+02 -2.665566e+02 2.665566e+02 
2.060686e-01 2.973314e+03 2.662444e+02 1.724210e+01 -1.058583e+03  -1.542922e+03 -2.834859e+02 -3.470144e+02 -2.644624e+02 2.644624e+02 
2.074060e-01 2.976974e+03 2.623570e+02 2.158958e+01 -1.064447e+03  -1.545652e+03 -2.839469e+02 -3.483443e+02 -2.626880e+02 2.626880e+02 
2.087435e-01 2.979960e+03 2.580141e+02 2.639558e+01 -1.070289e+03  -1.548341e+03 -2.844119e+02 -3.493683e+02 -2.606949e+02 2.606949e+02 
2.100809e-01 2.981984e+03 2.531694e+02 3.169367e+01 -1.076083e+03  -1.550996e+03 -2.848611e+02 -3.499234e+02 -2.584483e+02 2.584483e+02 
2.114184e-01 2.983554e+03 2.487710e+02 3.653780e+01 -1.081855e+03  -1.553625e+03 -2.853089e+02 -3.502974e+02 -2.564198e+02 2.564198e+02 
2.127559e-01 2.985211e+03 2.445438e+02 4.120633e+01 -1.087590e+03  -1.556223e+03 -2.857501e+02 -3.506987e+02 -2.544738e+02 2.544738e+02 
2.140933e-01 2.987365e+03 2.406176e+02 4.556920e+01 -1.093301e+03  -1.558788e+03 -2.861856e+02 -3.513860e+02 -2.526748e+02 2.526748e+02 
